1952, 88
2000, 88
2030, 88
2105, 88
2101, 88
2257, 88
2295, 88
2432, 88
2499, 88
2412, 88
2195, 88
2029, 88
2064, 88
1981, 88
1913, 88
1978, 88
1991, 88
2013, 88
1997, 88
1949, 88
1922, 88
1976, 88
1958, 88
2090, 88
2076, 88
2171, 88
2080, 88
2021, 88
2009, 88
2050, 88
2002, 88
1883, 88
2879, 88
3250, 88
1871, 88
1984, 88
1976, 88
2021, 88
2015, 88
2068, 88
2198, 88
2244, 88
2369, 88
2368, 88
2262, 88
1933, 88
1860, 88
1814, 88
1898, 88
1879, 88
1843, 88
1871, 88
1883, 88
1858, 88
1931, 88
1848, 88
1938, 88
1877, 88
1909, 88
2063, 88
2120, 88
2041, 88
1997, 88
1940, 88
1987, 88
1969, 88
1918, 88
3549, 88
1983, 88
1864, 85
1829, 85
1893, 85
1941, 85
2033, 85
2062, 85
2215, 85
2352, 85
2431, 85
2387, 85
2233, 85
2045, 85
1976, 85
1914, 85
2048, 85
1995, 85
1981, 85
1984, 85
2094, 85
2139, 85
2066, 85
2108, 85
1976, 85
2093, 85
2111, 85
2071, 85
2215, 85
2128, 85
2108, 85
2020, 85
2026, 85
2027, 85
2005, 85
3637, 85
2096, 85
1880, 85
1942, 85
1882, 85
2078, 85
2107, 85
2139, 85
2245, 85
2376, 85
2444, 85
2313, 85
2153, 85
1911, 85
1895, 85
1976, 85
1868, 85
1852, 85
1880, 85
1979, 85
1918, 85
1861, 85
1892, 85
1930, 85
1854, 85
1965, 85
1992, 85
2039, 85
1948, 85
1924, 85
1947, 85
1949, 85
1902, 85
1934, 85
